"item","subj","attractor","interference","rating","accuracy","Sentence"
10,"1510599308_fadd80eca0217689d65b1421914315ff","mismatch","interference",5,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510599746_9e1abf923c5f8a48687b652897d4e015","mismatch","interference",4,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510601576_3aae10cfe41ae9f3efd4468b392535b3","mismatch","interference",4,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510602287_fe4e95b594a6ed7ee279f8d48b8ed5c1","mismatch","interference",1,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510603431_e17e191095a2afd0fdadeb3e49ae6267","mismatch","interference",6,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510603987_c0bde0ad86187a9b849418b553672055","mismatch","interference",6,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510604802_48ce0ee10fb4e216b1c1c528d5c5ea0c","mismatch","interference",2,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510607666_ce737fa85b5f6009d1a34eb1c5b1d60e","mismatch","interference",3,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510611173_7aac95972c77c7aee1b0e044704334da","mismatch","interference",7,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510612305_c19df0ac5c14c43c8d5d18d1790c78f3","mismatch","interference",5,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510618140_d8286f17db56a4afc9bff665bbaff678","mismatch","interference",7,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510619608_4a228b01b22cd050a4d4c27f4ea05cc8","mismatch","interference",4,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510624313_224131cef775881eff62bb6eeb0f2569","mismatch","interference",5,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510707854_37be5bfeec30de0e8eeb22cdbbdac1e3","mismatch","interference",4,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510720614_4b92c857be7d328b7b9de7581d13cff1","mismatch","interference",3,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510733721_4ea717fb21f846b7682e0b4ed09911d9","mismatch","interference",2,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510736857_a4099e3329a2ce340fe48b580d11b716","mismatch","interference",1,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510738567_ce5d6fe8b1d11b5be669a4387421b29b","mismatch","interference",3,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510739581_bb16c607b231c6828d03a23c1b2fdc59","mismatch","interference",1,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510740537_61cd25df6c4a94410fd241508c7cea93","mismatch","interference",5,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510741161_5117d5a1358d0590cdf2b1d6a343e694","mismatch","interference",7,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510743299_b7950b77f4bc815b4763ebf01fa458a4","mismatch","interference",2,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510743303_de17602082552aded1d39f2e4f62f1f2","mismatch","interference",3,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510745478_1e111a11a8915973657f221b75761b75","mismatch","interference",2,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510747932_aa211923716116a82fa8b233c77d85c8","mismatch","interference",7,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510749278_85fa15a82b29cbe776ea5adfeca6f380","mismatch","interference",5,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510760251_169b452a74d507c0533e040b1fcea6f7","mismatch","interference",2,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510768025_87c5e18901af318ac0e0062c10bd7836","mismatch","interference",6,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510772707_93c1264dbc79cd8feae4b25206525dda","mismatch","interference",3,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510776924_8a17b7816e0f61f5740d7cee8c931db8","mismatch","interference",3,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510788946_c73c2871a1ea5b4db21ef83b87133335","mismatch","interference",5,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510795480_49cecd7404a2d55d9f1f7b4729460869","mismatch","interference",7,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510808306_80e351da74038fbe8f9617767aadab47","mismatch","interference",6,0,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510822418_96760ea8e162a51d512754b5113d6ecc","mismatch","interference",6,1,"The_interpreter of_the ambassadors noticeably stumbles on_a difficult passage."
10,"1510576557_738759cc13f4c08ca66896812b98a359","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510577542_447760dcc93cd8b2ff5c000f14eec7ec","match","no interference",4,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510579822_4a631852b067ac843eea81f86c908ccc","match","no interference",3,0,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510580308_6a2e4d90ce40230125f593e0218bb62c","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510580631_25bd0673b2bc9320d6083feddecf305e","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510581165_d9938352ee852302c77544cc8fe89d7d","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510581190_48c8fa568158102a204f657bb83c8f84","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510581448_35462fdee790839c6037e1c06b440fab","match","no interference",2,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510581757_4433499856fe7fe5f7fb835a05604fb3","match","no interference",3,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510582096_0b0ae21c5fbeb32abdc2c04765282faf","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510585183_978b9b83377c7572d27aa6e0eb38d403","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510585243_e94e48200f2e1529f5a4acb9eb40f084","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510585713_bf34d9d304c6589aebbb2730fc86fe72","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510585729_11e868cff6e8d646236c532d5c1c3b6c","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510585762_352c91e85134140954b10c33ac1b4504","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510585852_7c38f2fe64bc3f73e4846dec20d11bd2","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510587173_fd43b7fffec779e6592512df9ee004b4","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510587669_501af5effad3a67d623aac697930841f","match","no interference",7,0,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510588605_5b3ca090649bdcdc316d6dedb96b5575","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510588734_a3fc19593b62b3a6ec73182e933fe8f9","match","no interference",3,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510589584_b8ed5ddacc036a183bd934d9fd43acea","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510591313_3a2d95fb535a50dcbe871039547a09c6","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510592530_f00f5ea54c413817be7706dc00dea4cb","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510592842_8ee4f3e48268faff5e36c215080e9cef","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510593864_f371a1653af9c3b7c86e2308e5b12a94","match","no interference",4,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510594247_8f445d79d772dfa7be1505eeed2753e2","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510595135_da9abc8f0ef4563ec592a72504b84486","match","no interference",2,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510597370_ff246bbb606fc9996e2d52a003a09948","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510597983_19b7ae57f0af9ac3f621c1b4bd85a557","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510598227_90e1edc85f4978ad651c0062f5962bb8","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510598827_fd6b3705bedfd3e485d873b430e920b4","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510599304_52165c899480d85e7ea1ef42783fd704","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510599680_2280df8fba39b3badfebb328fe0f61d4","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510600504_868ae88e1015fe8bb6b10f951e792da6","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510601130_919a0f9cfdeebf47632d05338e1cb2dd","match","no interference",4,0,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510603757_51a1810c37bcb36857ea02f04aad7ec8","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510604341_1386bad74f329cbc0ae3c6a1cf1ab0fb","match","no interference",7,0,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510605198_17fcf8d4abe600ed2c2e5bdfb15242cd","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510605719_831ea2c6786bea83ed23bc22706c8ccd","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510606917_8367f431ca27bd67e5772f1fb4f485ac","match","no interference",7,0,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510608711_1c1e856e753867ca1eaa180df49ce170","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510609280_36e71d2588dc7f3a9b35e754fcaa18d1","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510610065_fae34f4aa05f8f883ecaea4203755627","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510611181_d5740c90fe1db54682d68a4455f62ab1","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510612314_df870b4d99278981890ea0ed988bd424","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510612910_e6e9f0ba16220cd2bc3dde46711fe96a","match","no interference",2,0,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510613634_88316faa76f612a5c2437d4047f9f0fa","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510615450_55ecc1213c13ce4c7ea7a8ac957e24f3","match","no interference",6,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510618193_ac4c0ea385047d091490753124d79993","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510711928_aeb91cc1c9cd0a1afd0068c374adc943","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510716963_f3048a6a3556ec25a4d4c7d0792c3ed0","match","no interference",5,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510720895_6fffe9e28f17ba83dffd29f92a35c9de","match","no interference",7,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510724465_83503ce477f45dc6146f6444bd527469","match","no interference",3,0,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
10,"1510730359_ba4d7d7abd253eac2a45c3f082b294a2","match","no interference",2,1,"The_interpreter of_the speech noticeably stumbles on_a difficult passage."
